"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"2018F","US","PESCB"," 59172860"," 60412777"," 63609752"," 66469877"," 64437245"," 62804695"," 66600260"," 69023951"," 70385109"," 71108666"," 68692726"," 67729979"," 64043353"," 63513175"," 66925140"," 67567620"," 67582165"," 69995622"," 73681676"," 75908168"," 75476055"," 75681028"," 77095764"," 78540942"," 80333941"," 82002375"," 84213064"," 84872427"," 85862427"," 87554873"," 90207005"," 88028845"," 89212022"," 89309795"," 91365648"," 91501414"," 90455692"," 92094181"," 89696639"," 84286885"," 87615813"," 85971158"," 83671917"," 85756390"," 86929783"," 86009303"," 85188760"," 84636467"," 87652585"
"2018F","US","PETCD"," 1.08"," 1.15"," 1.18"," 1.29"," 1.95"," 2.19"," 2.34"," 2.58"," 2.72"," 3.47"," 4.58"," 5.25"," 5.33"," 5.12"," 5.04"," 4.93"," 3.98"," 4.02"," 3.91"," 4.09"," 4.49"," 4.31"," 4.26"," 4.28"," 4.29"," 4.24"," 4.64"," 4.68"," 4.09"," 4.4"," 5.72"," 5.86"," 5.28"," 6.29"," 7.39"," 9.24"," 10.23"," 10.79"," 13.01"," 9.5"," 10.76"," 12.99"," 12.86"," 12.75"," 12.66"," 9.49"," 8.49"," 9.67"," 10.76"
"2018F","US","PETCV"," 63886.7"," 69326.9"," 74908.8"," 86072.1"," 125340.3"," 137719.3"," 156021.8"," 177989.6"," 191246.3"," 246995"," 314282.1"," 355720"," 341442.8"," 325456.5"," 337578.6"," 333080.3"," 269314.4"," 281123.7"," 288057.8"," 310548.3"," 338587.8"," 326424.7"," 328602.3"," 336059.5"," 344376.2"," 347819.6"," 390839.4"," 397065.2"," 351231.7"," 384901.9"," 516186.6"," 515430.7"," 470595"," 561750.1"," 674777.7"," 845859.2"," 924932.2"," 993626.7"," 1166835"," 800670.9"," 942924.2"," 1116430.8"," 1076338.5"," 1093186"," 1100880.8"," 816075.7"," 723126.7"," 818681.3"," 943258"
"2018F","US","PETXD"," 1.31"," 1.39"," 1.43"," 1.58"," 2.32"," 2.65"," 2.85"," 3.16"," 3.32"," 4.3"," 5.84"," 6.77"," 6.9"," 6.66"," 6.54"," 6.5"," 5.22"," 5.31"," 5.22"," 5.51"," 6.19"," 6"," 5.9"," 5.95"," 5.99"," 5.96"," 6.54"," 6.59"," 5.81"," 6.31"," 8.29"," 8.48"," 7.71"," 9.17"," 10.86"," 13.69"," 15.4"," 16.37"," 19.84"," 14.41"," 16.46"," 20.06"," 20.04"," 19.42"," 19.06"," 14.08"," 12.48"," 14.11"," 15.7"
"2018F","US","PETXV"," 59530.1"," 63836"," 68357.8"," 78120.2"," 110782.5"," 121173.8"," 136943.4"," 154274.1"," 165121"," 215523.4"," 276255"," 311446.3"," 299088.8"," 282890.6"," 292892.5"," 289110.6"," 232298.1"," 242941.8"," 249505.3"," 269718.9"," 297961.3"," 287672.4"," 289939.4"," 295743"," 304025"," 308747.1"," 349187.5"," 354118.4"," 307921.2"," 340213.9"," 456133.4"," 450759.4"," 416366.2"," 497078"," 603077"," 749943.4"," 834858.1"," 892944"," 1048305.4"," 715857.8"," 848132.7"," 1023701.8"," 994170.5"," 1004073.7"," 1005053.6"," 739723.4"," 654705.7"," 748967.2"," 867636.8"
"2018F","US","PQACD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 25.83"," 29.56"," 22.57"," 23.07"," 24.59"," 14.92"," 14.56"," 19.1"," 20.3"
"2018F","US","PQACV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 192.5"," 214.4"," 160.7"," 159.7"," 175.9"," 98.1"," 103.5"," 136.5"," 156.2"
"2018F","US","PQCCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 21.62"," 25.3"," 19.5"," 19.7"," 21.3"," 12.66"," 12.04"," 15.76"," 16.8"
"2018F","US","PQCCV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3027.1"," 3605.3"," 2643.1"," 2986.2"," 3417.7"," 1874.6"," 1806"," 2453.7"," 2956.4"
"2018F","US","PQICD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 17.31"," 20.98"," 14.71"," 14.57"," 16.39"," 8.02"," 7.77"," 11.53"," 12.74"
"2018F","US","PQICV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 8784.7"," 11465.2"," 9832.3"," 10652.4"," 9068.8"," 4817.6"," 4465.7"," 6016.5"," 6949.4"
"2018F","US","PQISB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 507412"," 546365"," 668292"," 730888"," 553207"," 600506"," 574501"," 521720"," 545492"
"2018F","US","PQRCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 25.65"," 28.25"," 25.91"," 25.3"," 30.05"," 22.75"," 21.56"," 25.15"," 25.93"
"2018F","US","PQRCV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 13589.5"," 13914.7"," 10250.7"," 11725.8"," 14707.7"," 10141.7"," 9267.8"," 10830.2"," 13134"
"2018F","US","PQRFB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 9234"," 4959"," 5842"," 5032"," 8857"," 11546"," 9591"," 10259"," 9007"
"2018F","US","PQSCB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1184710"," 1188740"," 1206493"," 1352900"," 1210357"," 1200820"," 1161507"," 1115242"," 1235700"
"2018F","US","PQTCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 21.6"," 24.56"," 18.97"," 18.87"," 22.61"," 14.1"," 13.47"," 17.43"," 18.77"
"2018F","US","PQTCV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 25593.9"," 29199.6"," 22886.7"," 25524"," 27370.2"," 16932.1"," 15643.1"," 19436.9"," 23196.1"
"2018F","US","PQTXD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 21.6"," 24.56"," 18.97"," 18.87"," 22.61"," 14.1"," 13.47"," 17.43"," 18.77"
"2018F","US","PQTXV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 25593.9"," 29199.6"," 22886.7"," 25524"," 27370.2"," 16932.1"," 15643.1"," 19436.9"," 23196.1"
"2018F","US","RFACD"," .38"," .52"," .58"," .66"," 1.58"," 1.72"," 1.71"," 1.87"," 1.82"," 2.47"," 3.31"," 4.44"," 4.54"," 4.42"," 4.6"," 4.36"," 2.11"," 2.64"," 2.22"," 2.47"," 2.98"," 2.83"," 1.98"," 1.98"," 2.06"," 2.18"," 2.33"," 2.95"," 2.18"," 2.61"," 4.54"," 4.38"," 4.01"," 5.06"," 5.26"," 6.22"," 7.73"," 8.19"," 12.28"," 9.89"," 11.55"," 15.12"," 16.85"," 16.01"," 14.4"," 8.85"," 6.64"," 8.76"," 11.78"
"2018F","US","RFACV"," 291.2"," 361.6"," 375.3"," 483.3"," 1102.1"," 1225.9"," 1410.6"," 1702.9"," 1802"," 3027.7"," 4626.3"," 5411.1"," 4629.6"," 3632"," 3714.4"," 3422.1"," 1838.1"," 2373.1"," 2042.1"," 2398.9"," 3025.2"," 2905.2"," 2121.5"," 1782.8"," 1821"," 1987.6"," 1986.6"," 2096.5"," 1468.6"," 1737.1"," 4029.5"," 2562.1"," 2712.4"," 2887.2"," 3886.3"," 5208.3"," 7001.7"," 8134.9"," 11366.1"," 7818.8"," 10300"," 11737.3"," 11299.3"," 9306.4"," 6428.8"," 4103.2"," 4138.5"," 5821.4"," 7114.4"
"2018F","US","RFCCD"," .45"," .61"," .65"," .78"," 1.89"," 1.91"," 1.87"," 2.2"," 2.06"," 3.01"," 4.12"," 5.12"," 4.67"," 4.51"," 4.94"," 4.5"," 2.71"," 3.1"," 2.53"," 2.92"," 3.41"," 2.61"," 2.68"," 2.75"," 2.9"," 3.14"," 3.75"," 3.27"," 2.38"," 2.69"," 4.49"," 4.06"," 4.08"," 5.3"," 5.26"," 7.48"," 8.69"," 9.71"," 13.18"," 9.9"," 12.9"," 17.34"," 18.4"," 17.41"," 15.79"," 8.86"," 6.8"," 8.94"," 11.63"
"2018F","US","RFCCV"," 323.2"," 409.1"," 421.9"," 519.2"," 1119.6"," 939.1"," 1062.4"," 1295.7"," 1097.8"," 1517.6"," 2325.3"," 2138.3"," 1861.7"," 939.3"," 1311.2"," 1024.6"," 785.7"," 813.8"," 666.5"," 666.2"," 784.6"," 553.8"," 506.3"," 474.8"," 497.9"," 444.9"," 515"," 363.2"," 202.6"," 197.4"," 411.2"," 283.8"," 325.6"," 588.6"," 643.9"," 866.3"," 653.7"," 731.6"," 935.6"," 705.3"," 795.5"," 931.9"," 577.5"," 425"," 125.3"," 35.2"," 30.2"," 34.2"," 36.1"
"2018F","US","RFEID"," .41"," .57"," .64"," .78"," 1.87"," 1.99"," 1.95"," 2.19"," 2.13"," 2.98"," 4.25"," 5.32"," 4.83"," 4.6"," 4.82"," 4.24"," 2.42"," 2.97"," 2.41"," 2.85"," 3.3"," 2.46"," 2.48"," 2.37"," 2.4"," 2.59"," 3.02"," 2.82"," 2.09"," 2.4"," 4.09"," 3.78"," 3.79"," 4.47"," 4.58"," 6.86"," 8.12"," 8.98"," 13.48"," 8.98"," 12.47"," 18.93"," 20.78"," 19.56"," 17.59"," 9.37"," 8.04"," 10.26"," 12.64"
"2018F","US","RFEIV"," 797"," 1299.8"," 1758.9"," 2507.8"," 5681.3"," 5842.1"," 6289"," 7925.6"," 7882.2"," 9243.6"," 10445.7"," 11032.3"," 7115.9"," 6619.8"," 5736.9"," 4231.5"," 3287.7"," 3439.1"," 3467.7"," 4367.9"," 3841.5"," 2672.1"," 2163.8"," 2275.3"," 2083.5"," 1465.4"," 1898.7"," 2014"," 2183.8"," 2303.9"," 3561.7"," 3791.8"," 2499.2"," 3883.8"," 4023.2"," 6009.7"," 2927.4"," 3562.4"," 3239.7"," 1625.7"," 1921.4"," 1761.3"," 1594.3"," 1510.2"," 1673.3"," 879.6"," 568.5"," 674.7"," 989.4"
"2018F","US","RFICD"," .46"," .62"," .6"," .73"," 1.82"," 1.91"," 1.9"," 2.15"," 2.12"," 2.76"," 3.69"," 4.48"," 4.46"," 4.38"," 4.73"," 4.24"," 2.47"," 2.86"," 2.34"," 2.75"," 3.1"," 2.44"," 2.46"," 2.41"," 2.5"," 2.75"," 3.25"," 3.03"," 2.25"," 2.62"," 4.22"," 3.85"," 3.87"," 4.83"," 4.95"," 6.98"," 8.16"," 9.26"," 12.97"," 9.25"," 11.94"," 16.02"," 17.48"," 17.4"," 16.41"," 9.87"," 7.39"," 9.81"," 11.17"
"2018F","US","RFICV"," 634.8"," 863"," 901.5"," 1156.5"," 2644.5"," 2367.4"," 2885.9"," 3456.5"," 2965.4"," 3866.6"," 4175.5"," 4086.2"," 4024.7"," 2907.6"," 3647.2"," 2814.9"," 1574.1"," 1436.2"," 1082.3"," 923.9"," 1069.6"," 652.9"," 793.1"," 916.1"," 893.5"," 778.2"," 912.6"," 732.4"," 425.3"," 447.1"," 867.2"," 628.7"," 619"," 965.6"," 1163.1"," 1867.1"," 1849.1"," 1699.9"," 2407.7"," 1134.3"," 1365"," 2086.1"," 1163.8"," 792.7"," 634"," 309.8"," 374.9"," 474.6"," 465.9"
"2018F","US","RFISB"," 1382428"," 1402447"," 1511266"," 1580671"," 1452170"," 1240020"," 1522173"," 1609269"," 1398663"," 1400371"," 1130731"," 911521"," 903270"," 663821"," 770317"," 663735"," 637763"," 501371"," 462076"," 335771"," 344520"," 267276"," 322813"," 380147"," 358066"," 282630"," 280423"," 241500"," 188794"," 170619"," 205456"," 163449"," 159841"," 200028"," 234888"," 267510"," 226580"," 183540"," 185609"," 122681"," 114284"," 130237"," 66590"," 45568"," 38625"," 31386"," 50715"," 48377"," 41722"
"2018F","US","RFRFB"," 241515"," 216040"," 249921"," 276905"," 276119"," 269128"," 299783"," 327339"," 317185"," 254850"," 218454"," 169680"," 143293"," 127607"," 118284"," 83781"," 98637"," 80222"," 83623"," 73765"," 66925"," 66623"," 64102"," 65762"," 60858"," 54100"," 54810"," 49139"," 41048"," 36854"," 35182"," 39803"," 30266"," 20414"," 13819"," 13875"," 12687"," 11593"," 8739"," 7852"," 6161"," 4772"," 3395"," 2659"," 1955"," 2471"," 1697"," 1559"," 1616"
"2018F","US","RFSCB"," 4815044"," 5052749"," 5569622"," 6199818"," 5779620"," 5380195"," 6145322"," 6719929"," 6618840"," 6230549"," 5553175"," 4621203"," 3795575"," 3132856"," 3032754"," 2675207"," 3156250"," 2821254"," 3086754"," 3070156"," 2752926"," 2590414"," 2454036"," 2412963"," 2281596"," 1900598"," 1897310"," 1779089"," 1994676"," 1868094"," 2055415"," 1821646"," 1575164"," 1751439"," 1975910"," 2097243"," 1568047"," 1649194"," 1422968"," 1165432"," 1222005"," 1053369"," 845227"," 728349"," 588238"," 592619"," 748958"," 782581"," 727110"
"2018F","US","RFTCD"," .42"," .58"," .62"," .75"," 1.82"," 1.93"," 1.9"," 2.14"," 2.08"," 2.83"," 3.88"," 4.91"," 4.65"," 4.5"," 4.75"," 4.3"," 2.37"," 2.86"," 2.35"," 2.72"," 3.17"," 2.62"," 2.28"," 2.26"," 2.32"," 2.46"," 2.8"," 2.93"," 2.15"," 2.51"," 4.32"," 3.99"," 3.91"," 4.75"," 4.92"," 6.65"," 7.93"," 8.57"," 12.61"," 9.68"," 11.77"," 15.68"," 17.31"," 16.52"," 15.06"," 8.99"," 6.83"," 8.95"," 11.84"
"2018F","US","RFTCV"," 2046.2"," 2933.5"," 3457.5"," 4666.8"," 10547.5"," 10374.5"," 11647.9"," 14380.7"," 13747.4"," 17655.6"," 21572.8"," 22667.8"," 17631.9"," 14098.7"," 14409.7"," 11493.2"," 7485.7"," 8062.1"," 7258.7"," 8356.8"," 8720.9"," 6784"," 5584.7"," 5448.9"," 5295.8"," 4676.1"," 5312.8"," 5206.1"," 4280.3"," 4685.6"," 8869.5"," 7266.5"," 6156.3"," 8325.2"," 9716.6"," 13951.4"," 12431.8"," 14128.9"," 17949.1"," 11284.1"," 14381.9"," 16516.7"," 14634.9"," 12034.1"," 8861.5"," 5327.7"," 5112"," 7004.9"," 8605.8"
"2018F","US","RFTXD"," .44"," .59"," .61"," .73"," 1.77"," 1.86"," 1.84"," 2.08"," 2.01"," 2.68"," 3.6"," 4.57"," 4.53"," 4.42"," 4.71"," 4.33"," 2.34"," 2.78"," 2.3"," 2.6"," 3.07"," 2.73"," 2.16"," 2.18"," 2.27"," 2.41"," 2.69"," 3"," 2.21"," 2.62"," 4.48"," 4.24"," 3.99"," 5.04"," 5.19"," 6.51"," 7.87"," 8.44"," 12.44"," 9.81"," 11.67"," 15.37"," 16.97"," 16.16"," 14.58"," 8.92"," 6.7"," 8.83"," 11.74"
"2018F","US","RFTXV"," 1249.2"," 1633.7"," 1698.6"," 2159"," 4866.2"," 4532.3"," 5358.9"," 6455.1"," 5865.1"," 8411.9"," 11127.1"," 11635.5"," 10515.9"," 7478.9"," 8672.8"," 7261.6"," 4198"," 4623.1"," 3790.9"," 3988.9"," 4879.4"," 4111.9"," 3420.9"," 3173.6"," 3212.4"," 3210.7"," 3414.1"," 3192.1"," 2096.5"," 2381.7"," 5307.8"," 3474.6"," 3657.1"," 4441.4"," 5693.4"," 7941.7"," 9504.4"," 10566.5"," 14709.4"," 9658.4"," 12460.5"," 14755.4"," 13040.7"," 10524"," 7188.2"," 4448.2"," 4543.6"," 6330.2"," 7616.4"
"2018F","US","SNICD"," 1.96"," 2"," 2"," 2.08"," 2.6"," 3.12"," 3.12"," 3.12"," 3.12"," 5.04"," 10.48"," 10.72"," 10.72"," 10.72"," 11.13"," 10.87"," 10.73"," 10.73"," 10.84"," 10"," 9.71"," 9.51"," 9.55"," 9.47"," 9.57"," 9.84"," 10.5"," 10.46"," 9.02"," 9.93"," 12.69"," 12.1"," 11.4"," 13.16"," 15.67"," 19.14"," 21.73"," 23.79"," 27.78"," 20.2"," 24.1"," 30.44"," 31.33"," 30.47"," 29.27"," 21.53"," 19.21"," 21.57"," 23.98"
"2018F","US","SNICV"," 323"," 312.5"," 334.6"," 352"," 436.5"," 450.3"," 493.2"," 514.2"," 618.3"," 1011.6"," 2022.4"," 1520.6"," 1415.8"," 1663.6"," 2308.4"," 1732.8"," 1393.8"," 1553.9"," 1236.5"," 1072.7"," 1040.4"," 837"," 998.1"," 990"," 776"," 696.6"," 782.4"," 756.2"," 967.3"," 1443.6"," 1235.4"," 949.8"," 1167.6"," 1059.3"," 799.9"," 1196.7"," 1522"," 1856.1"," 2358"," 932.7"," 629.2"," 688.4"," 461"," 3047.4"," 3106.3"," 2137.4"," 1797.5"," 2164.3"," 2207.5"
"2018F","US","TEACD"," 2.31"," 2.37"," 2.38"," 2.57"," 3.7"," 4.02"," 4.21"," 4.47"," 4.59"," 6.19"," 8.61"," 9.84"," 9.43"," 8.45"," 8.27"," 8.27"," 6.24"," 6.61"," 6.6"," 7.22"," 8.33"," 8.04"," 7.96"," 7.94"," 7.95"," 8.12"," 8.78"," 8.74"," 7.51"," 8.29"," 10.77"," 10.26"," 9.69"," 11.24"," 13.47"," 16.92"," 19.2"," 20.83"," 25.62"," 17.9"," 21.53"," 27.53"," 28.39"," 27.73"," 26.71"," 19.15"," 16.7"," 18.91"," 21.74"
"2018F","US","TEACV"," 35379.4"," 37824.3"," 40217.9"," 45918"," 64476.1"," 70932.8"," 77879.8"," 86160.2"," 92127.9"," 122826.2"," 163679.9"," 185202.5"," 173967.6"," 157485.3"," 157721.5"," 161564.3"," 126410.9"," 138242.4"," 142814.8"," 157266.1"," 180790.1"," 172453.8"," 173214.1"," 174639.8"," 179567.6"," 187205.8"," 207734.6"," 209014.7"," 184202.1"," 208989.4"," 278028.2"," 262200"," 252725.3"," 294656.3"," 366324.7"," 467163.3"," 538110.6"," 584922.7"," 683533.6"," 463046.3"," 565158.1"," 711486.9"," 718961.6"," 712772.4"," 697016.6"," 507332"," 451389.6"," 514665.4"," 598068.6"
"2018F","US","TECCD"," 1.97"," 2.15"," 2.32"," 2.55"," 3.4"," 4.06"," 4.38"," 5.12"," 5.49"," 6.27"," 7.83"," 9.47"," 10.34"," 10.91"," 11.12"," 11.63"," 11.2"," 10.96"," 10.81"," 11.25"," 11.87"," 12.05"," 12.15"," 12.55"," 12.72"," 12.62"," 12.76"," 13.03"," 13.05"," 12.84"," 13.9"," 15.54"," 14.66"," 15.61"," 16.55"," 18.59"," 20.63"," 20.74"," 22.28"," 20.67"," 20.92"," 21.18"," 21.01"," 20.64"," 21.43"," 20.72"," 20.17"," 20.86"," 20.66"
"2018F","US","TECCV"," 10677.7"," 12021.3"," 13463.6"," 15149.4"," 19578.7"," 22955.5"," 26446.6"," 30725.4"," 33562.8"," 38943.7"," 47074.3"," 55629"," 61502.7"," 65027.8"," 69588"," 70719.3"," 68633.1"," 69095.6"," 71965.8"," 75907"," 79602.2"," 82095.7"," 83004.3"," 87093.4"," 90007.4"," 92103.6"," 96411.1"," 100756.1"," 99489.7"," 99678.8"," 113420.5"," 125787.8"," 120161.7"," 130239.6"," 138688.1"," 155156.7"," 167625.9"," 174792.6"," 191543.2"," 174680.8"," 177662"," 180474.3"," 171694.7"," 178184.2"," 190719.7"," 185970.5"," 178884.5"," 184764.4"," 193098.5"
"2018F","US","TEGDS",,,,,,,,,,,,,,,,,,,,,,,,,,,," 6.62"," 5.81"," 5.8"," 6.71"," 6.58"," 6.07"," 6.59"," 7.13"," 8.02"," 8.39"," 8.54"," 9.58"," 7.38"," 8.1"," 8.95"," 8.37"," 8.2"," 7.96"," 6.19"," 5.55"," 5.82"," 6.18"
"2018F","US","TEICD"," .84"," .93"," .99"," 1.1"," 1.78"," 2.21"," 2.44"," 2.79"," 3.05"," 3.64"," 4.72"," 5.53"," 6.08"," 6.24"," 6.15"," 6.06"," 5.39"," 5.21"," 5.05"," 4.97"," 5.3"," 5.25"," 5.18"," 5.21"," 5.19"," 5.01"," 5.44"," 5.39"," 4.94"," 5.2"," 6.5"," 6.96"," 6.37"," 7.53"," 8.51"," 10.42"," 11.42"," 11.98"," 14.51"," 11.35"," 12.13"," 13.64"," 12.41"," 12.51"," 12.71"," 9.87"," 9"," 9.94"," 10.67"
"2018F","US","TEICV"," 16705.5"," 18258.6"," 20294.1"," 23795.4"," 36852.9"," 41127.4"," 47904.2"," 56015.9"," 61732.1"," 77653.2"," 94316"," 108580.5"," 103502.8"," 102292.6"," 110343.1"," 106436.3"," 91870.7"," 91650.3"," 92876.6"," 96319.9"," 103350.5"," 101885.7"," 104228.1"," 105395.8"," 108319.4"," 107352.7"," 118807.2"," 119989.7"," 107989.1"," 112959.7"," 140963.3"," 141013.2"," 130535.2"," 151516.8"," 177117.2"," 208224.7"," 227840.3"," 236209"," 274021.7"," 187798.4"," 221453.6"," 250558.8"," 230193.1"," 236725.2"," 242477.4"," 186720.4"," 169456.2"," 190677.2"," 212933.8"
"2018F","US","TEPFB"," 17520251"," 18134160"," 19349367"," 20372781"," 20477976"," 20392275"," 21638416"," 22586798"," 23436080"," 23775038"," 23896049"," 23042198"," 22778717"," 23318451"," 24164666"," 24211142"," 24246372"," 25063377"," 26345524"," 26957272"," 27317881"," 27189449"," 27398477"," 28033128"," 28510422"," 29141006"," 30225571"," 30425323"," 31007423"," 31499841"," 32173660"," 31507351"," 31871323"," 31887156"," 32558453"," 32994472"," 32832336"," 33682554"," 33389904"," 32266140"," 33438334"," 33281296"," 32396131"," 32899366"," 32915190"," 32225983"," 32223754"," 32069912"," 32874426"
"2018F","US","TERCD"," 2.1"," 2.23"," 2.37"," 2.71"," 3.38"," 3.8"," 4.13"," 4.76"," 5.13"," 5.99"," 7.46"," 8.82"," 9.77"," 10.66"," 10.66"," 10.91"," 10.75"," 10.71"," 10.66"," 11.02"," 11.87"," 12.08"," 11.97"," 12.27"," 12.6"," 12.6"," 12.69"," 13.25"," 13.44"," 13.15"," 14.21"," 15.62"," 14.65"," 15.79"," 17.02"," 19.16"," 21.49"," 21.57"," 23.08"," 22.04"," 22.37"," 22.81"," 23.39"," 22.59"," 23.35"," 22.93"," 22.92"," 23.77"," 23.3"
"2018F","US","TERCV"," 20112.2"," 21933.6"," 24094.7"," 27031.4"," 32461.3"," 36838"," 41685.2"," 47597.6"," 51857.3"," 58151.5"," 69279.7"," 78489.1"," 87508.9"," 92815.8"," 97660.3"," 99623.2"," 97176.2"," 98638.4"," 103911.1"," 109558.2"," 110909.5"," 116004.4"," 116398.5"," 125145.6"," 126961.9"," 127961.5"," 137340"," 138201.4"," 134601.7"," 136998.8"," 155299"," 167241.2"," 160542.3"," 178657.6"," 189080.2"," 215185.6"," 225243.8"," 237944.5"," 259660.8"," 240767.2"," 249771.8"," 249191.2"," 234183.9"," 248460.1"," 264712"," 248044.7"," 238542.1"," 246082.2"," 266962.9"
"2018F","US","TERFB"," 2713964"," 2692555"," 2844741"," 3008066"," 2981001"," 2881241"," 2904796"," 3005590"," 2935416"," 3076014"," 3051098"," 2203184"," 2087040"," 2120226"," 2253723"," 2045220"," 2284831"," 2484861"," 2695441"," 2709564"," 2802314"," 2667929"," 2953594"," 2877351"," 2991113"," 2915038"," 3203510"," 3196813"," 3042598"," 3051324"," 2950679"," 3152316"," 3027656"," 3141474"," 3123427"," 3130067"," 3210548"," 3180363"," 2982797"," 2922008"," 2972150"," 3052206"," 3104515"," 3175143"," 3070105"," 3056987"," 3242251"," 3289915"," 3293497"
"2018F","US","TETCD"," 1.65"," 1.76"," 1.84"," 2.02"," 2.87"," 3.33"," 3.57"," 3.98"," 4.23"," 5.22"," 6.89"," 8.04"," 8.47"," 8.4"," 8.3"," 8.38"," 7.32"," 7.36"," 7.29"," 7.59"," 8.29"," 8.25"," 8.16"," 8.29"," 8.33"," 8.31"," 8.77"," 8.83"," 8.22"," 8.58"," 10.33"," 10.78"," 10.1"," 11.44"," 12.9"," 15.57"," 17.4"," 18.34"," 21.53"," 17.26"," 18.92"," 21.86"," 21.83"," 21.42"," 21.33"," 17.3"," 15.94"," 17.32"," 18.62"
"2018F","US","TETCV"," 82874.8"," 90037.8"," 98070.2"," 111894.2"," 153369"," 171853.7"," 193915.8"," 220499.1"," 239280.2"," 297574.6"," 374350"," 427901.2"," 426482"," 417621.5"," 435312.9"," 438343.1"," 384090.9"," 397626.6"," 411568.4"," 439051.3"," 474652.2"," 472439.6"," 476845"," 492274.6"," 504856.4"," 514623.5"," 560292.9"," 567961.8"," 526282.6"," 558626.7"," 687710.9"," 696242.1"," 663964.4"," 755070.3"," 871210.2"," 1045730.4"," 1158820.6"," 1233868.7"," 1408759.3"," 1066292.8"," 1214045.4"," 1391711.3"," 1355033.4"," 1376141.9"," 1394925.7"," 1128067.6"," 1038272.5"," 1136189.3"," 1271063.8"
"2018F","US","TETPV"," 404.2"," 433.6"," 467.2"," 528"," 717.2"," 795.7"," 889.4"," 1001.2"," 1075"," 1322.2"," 1647.5"," 1864.8"," 1840.9"," 1786.3"," 1845.9"," 1842.4"," 1599.5"," 1641.1"," 1683.3"," 1778.8"," 1901.5"," 1867.5"," 1858.9"," 1894"," 1918.7"," 1932.7"," 2079.8"," 2083.1"," 1907.8"," 2002"," 2437.3"," 2443.2"," 2308.4"," 2602.7"," 2975.4"," 3538.7"," 3883.7"," 4096.1"," 4632.6"," 3475.9"," 3924.9"," 4466.6"," 4317.7"," 4355"," 4382.4"," 3518.2"," 3215"," 3496.1"," 3890.8"
"2018F","US","TETXD"," 1.65"," 1.76"," 1.84"," 2.02"," 2.87"," 3.33"," 3.57"," 3.98"," 4.23"," 5.22"," 6.89"," 8.04"," 8.47"," 8.4"," 8.3"," 8.38"," 7.32"," 7.36"," 7.29"," 7.59"," 8.29"," 8.25"," 8.16"," 8.29"," 8.33"," 8.31"," 8.77"," 8.83"," 8.22"," 8.58"," 10.33"," 10.78"," 10.1"," 11.44"," 12.9"," 15.57"," 17.4"," 18.34"," 21.53"," 17.26"," 18.92"," 21.86"," 21.83"," 21.42"," 21.33"," 17.3"," 15.94"," 17.32"," 18.62"
"2018F","US","TETXV"," 82874.8"," 90037.8"," 98070.2"," 111894.2"," 153369"," 171853.7"," 193915.8"," 220499.1"," 239280.2"," 297574.6"," 374350"," 427901.2"," 426482"," 417621.5"," 435312.9"," 438343.1"," 384090.9"," 397626.6"," 411568.4"," 439051.3"," 474652.2"," 472439.6"," 476845"," 492274.6"," 504856.4"," 514623.5"," 560292.9"," 567961.8"," 526282.6"," 558626.7"," 687710.9"," 696242.1"," 663964.4"," 755070.3"," 871210.2"," 1045730.4"," 1158820.6"," 1233868.7"," 1408759.3"," 1066292.8"," 1214045.4"," 1391711.3"," 1355033.4"," 1376141.9"," 1394925.7"," 1128067.6"," 1038272.5"," 1136189.3"," 1271063.8"
